ID,fi,lamda,h,X,Y,Z,rp,s2
598,13,45,25000000,21619768.82,21619768.82,7049181.567,30574970.28,24.20942403
599,13,45,30000000,25064687.22,25064687.22,8173936.839,35446820.6,32.53982473
600,13,45,35000000,28509605.62,28509605.62,9298692.111,40318670.92,42.09973071
601,13,45,40000000,31954524.02,31954524.02,10423447.38,45190521.25,52.88914199
602,13,45,50000000,38844360.82,38844360.82,12672957.93,54934221.89,78.15648043
603,13,45,75000000,56068952.83,56068952.83,18296734.28,79293473.51,162.8411692
604,13,45,100000000,73293544.83,73293544.83,23920510.64,103652725.1,278.2634903
605,13,45,200000000,142191912.9,142191912.9,46415616.08,201089731.6,1047.329099
606,13,45,300000000,211090280.9,211090280.9,68910721.51,298526738.1,2308.196825
607,13,45,350000000,245539464.9,245539464.9,80158274.23,347245241.3,3123.056482
608,13,45,400000000,279988648.9,279988648.9,91405826.95,395963744.6,4060.866668
609,13,45,500000000,348887016.9,348887016.9,113900932.4,493400751,6305.33863
610,13,45,750000000,521132937,521132937,170138696,736993267.2,14068.1528
611,13,45,1000000000,693378857,693378857,226376459.6,980585783.4,24904.73021
612,14,45,-1000000,3690811.765,3690811.765,1291059.934,5219596.055,0.710958784
613,14,45,-750000,3862337.437,3862337.437,1351540.408,5462169.986,0.778608197
614,14,45,-500000,4033863.109,4033863.109,1412020.882,5704743.918,0.849331537
615,14,45,-400000,4102473.378,4102473.378,1436213.071,5801773.49,0.878481573
616,14,45,-300000,4171083.647,4171083.647,1460405.261,5898803.063,0.908123437
617,14,45,-200000,4239693.916,4239693.916,1484597.45,5995832.636,0.93825713
618,14,45,-100000,4308304.184,4308304.184,1508789.64,6092862.208,0.968882651
619,14,45,-50000,4342609.319,4342609.319,1520885.735,6141376.995,0.984379847
620,14,45,-10000,4370053.426,4370053.426,1530562.611,6180188.824,0.996866133
621,14,45,-1000,4376228.35,4376228.35,1532739.908,6188921.485,0.999686392
622,14,45,-500,4376571.402,4376571.402,1532860.869,6189406.633,0.99984319
623,14,45,-100,4376845.843,4376845.843,1532957.637,6189794.751,0.999968637
624,14,45,100,4376983.063,4376983.063,1533006.022,6189988.81,1.000031364
625,14,45,500,4377257.504,4377257.504,1533102.79,6190376.929,1.000156822
626,14,45,1000,4377600.556,4377600.556,1533223.751,6190862.077,1.000313657
627,14,45,10000,4383775.48,4383775.48,1535401.048,6199594.738,1.003138785
628,14,45,50000,4411219.587,4411219.587,1545077.924,6238406.567,1.01574311
629,14,45,100000,4445524.722,4445524.722,1557174.019,6286921.354,1.031609178
630,14,45,200000,4514134.991,4514134.991,1581366.209,6383950.926,1.063710184
631,14,45,300000,4582745.259,4582745.259,1605558.398,6480980.499,1.096303018
632,14,45,400000,4651355.528,4651355.528,1629750.588,6578010.071,1.129387681
633,14,45,500000,4719965.797,4719965.797,1653942.777,6675039.644,1.162964172
634,14,45,750000,4891491.469,4891491.469,1714423.251,6917613.576,1.249057149
635,14,45,1000000,5063017.141,5063017.141,1774903.725,7160187.507,1.338224053
636,14,45,2500000,6092171.173,6092171.173,2137786.569,8615631.097,1.937777953
637,14,45,5000000,7807427.892,7807427.892,2742591.308,11041370.41,3.182948637
638,14,45,6000000,8493530.58,8493530.58,2984513.203,12011666.14,3.767086875
639,14,45,7000000,9179633.268,9179633.268,3226435.099,12981961.86,4.40040795
640,14,45,8000000,9865735.956,9865735.956,3468356.994,13952257.59,5.082911863
641,14,45,9000000,10551838.64,10551838.64,3710278.89,14922553.32,5.814598613
642,14,45,10000000,11237941.33,11237941.33,3952200.786,15892849.04,6.595468199
643,14,45,15000000,14668454.77,14668454.77,5161810.264,20744327.68,11.23755869
644,14,45,20000000,18098968.21,18098968.21,6371419.741,25595806.31,17.1092201
645,14,45,25000000,21529481.65,21529481.65,7581029.219,30447284.94,24.21045244
646,14,45,30000000,24959995.09,24959995.09,8790638.697,35298763.57,32.54125571
647,14,45,35000000,28390508.53,28390508.53,10000248.18,40150242.2,42.1016299
648,14,45,40000000,31821021.97,31821021.97,11209857.65,45001720.83,52.89157502
649,14,45,50000000,38682048.84,38682048.84,13629076.61,54704678.09,78.16017804
650,14,45,75000000,55834616.04,55834616.04,19677124,78962071.25,162.8491768
651,14,45,100000000,72987183.23,72987183.23,25725171.39,103219464.4,278.2774487
652,14,45,200000000,141597452,141597452,49917360.95,200249037,1047.383268
653,14,45,300000000,210207720.8,210207720.8,74109550.51,297278609.7,2308.317457
654,14,45,350000000,244512855.2,244512855.2,86205645.29,345793396,3123.220191
655,14,45,400000000,278817989.6,278817989.6,98301740.07,394308182.3,4061.080017
656,14,45,500000000,347428258.4,347428258.4,122493929.6,491337754.9,6305.670948
657,14,45,750000000,518953930.3,518953930.3,182974403.5,733911686.5,14068.89739
658,14,45,1000000000,690479602.3,690479602.3,243454877.4,976485618.1,24906.05116
659,15,45,-1000000,3674312.989,3674312.989,1381281.095,5196263.262,0.710951299
660,15,45,-750000,3845066.165,3845066.165,1445985.856,5437744.718,0.778602321
661,15,45,-500000,4015819.34,4015819.34,1510690.618,5679226.175,0.849327445
662,15,45,-400000,4084120.61,4084120.61,1536572.522,5775818.758,0.878478243
663,15,45,-300000,4152421.881,4152421.881,1562454.427,5872411.34,0.908120898
664,15,45,-200000,4220723.151,4220723.151,1588336.331,5969003.923,0.938255409
665,15,45,-100000,4289024.421,4289024.421,1614218.236,6065596.505,0.968881776
666,15,45,-50000,4323175.056,4323175.056,1627159.188,6113892.797,0.984379406
667,15,45,-10000,4350495.564,4350495.564,1637511.95,6152529.83,0.996866044
668,15,45,-1000,4356642.678,4356642.678,1639841.321,6161223.162,0.999686383
669,15,45,-500,4356984.185,4356984.185,1639970.731,6161706.125,0.999843185
670,15,45,-100,4357257.39,4357257.39,1640074.258,6162092.495,0.999968636
671,15,45,100,4357393.992,4357393.992,1640126.022,6162285.681,1.000031364
672,15,45,500,4357667.197,4357667.197,1640229.55,6162672.051,1.000156827
673,15,45,1000,4358008.704,4358008.704,1640358.959,6163155.014,1.000313666
674,15,45,10000,4364155.818,4364155.818,1642688.331,6171848.346,1.003138874
675,15,45,50000,4391476.326,4391476.326,1653041.092,6210485.379,1.015743558
676,15,45,100000,4425626.961,4425626.961,1665982.045,6258781.671,1.03161008
677,15,45,200000,4493928.231,4493928.231,1691863.949,6355374.253,1.063712017
678,15,45,300000,4562229.502,4562229.502,1717745.854,6451966.836,1.09630581
679,15,45,400000,4630530.772,4630530.772,1743627.758,6548559.419,1.12939146
680,15,45,500000,4698832.042,4698832.042,1769509.663,6645152.001,1.162968966
681,15,45,750000,4869585.218,4869585.218,1834214.424,6886633.458,1.249064602
682,15,45,1000000,5040338.393,5040338.393,1898919.185,7128114.914,1.338234341
683,15,45,2500000,6064857.446,6064857.446,2287147.753,8577003.654,1.937808929
684,15,45,5000000,7772389.201,7772389.201,2934195.366,10991818.22,3.183028111
685,15,45,6000000,8455401.902,8455401.902,3193014.411,11957744.05,3.767190655
686,15,45,7000000,9138414.604,9138414.604,3451833.456,12923669.87,4.400538839
687,15,45,8000000,9821427.306,9821427.306,3710652.501,13889595.7,5.083072664
688,15,45,9000000,10504440.01,10504440.01,3969471.546,14855521.52,5.814792129
689,15,45,10000000,11187452.71,11187452.71,4228290.591,15821447.35,6.595697235
690,15,45,15000000,14602516.22,14602516.22,5522385.817,20651076.48,11.23800737
691,15,45,20000000,18017579.73,18017579.73,6816481.042,25480705.61,17.10995852
692,15,45,25000000,21432643.24,21432643.24,8110576.268,30310334.75,24.21155068
693,15,45,30000000,24847706.75,24847706.75,9404671.493,35139963.88,32.54278386
694,15,45,35000000,28262770.26,28262770.26,10698766.72,39969593.01,42.10365805
695,15,45,40000000,31677833.77,31677833.77,11992861.94,44799222.14,52.89417325
696,15,45,50000000,38507960.79,38507960.79,14581052.4,54458480.4,78.16412669
697,15,45,75000000,55583278.33,55583278.33,21051528.52,78606626.06,162.857728
698,15,45,100000000,72658595.88,72658595.88,27522004.65,102754771.7,278.2923547
699,15,45,200000000,140959866.1,140959866.1,53403909.16,199347354.3,1047.441114
700,15,45,300000000,209261136.3,209261136.3,79285813.67,295939937,2308.446279
701,15,45,350000000,243411771.4,243411771.4,92226765.93,344236228.3,3123.395014
702,15,45,400000000,277562406.4,277562406.4,105167718.2,392532519.6,4061.30785
703,15,45,500000000,345863676.6,345863676.6,131049622.7,489125102.2,6306.025825
704,15,45,750000000,516616852.1,516616852.1,195754384,730606558.8,14069.69254
705,15,45,1000000000,687370027.6,687370027.6,260459145.2,972088015.4,24907.46178
706,16,45,-1000000,3656701.499,3656701.499,1471090.648,5171356.853,0.710943347
707,16,45,-750000,3826630.165,3826630.165,1539999.987,5411672.277,0.778596078
708,16,45,-500000,3996558.831,3996558.831,1608909.326,5651987.701,0.849323096
709,16,45,-400000,4064530.297,4064530.297,1636473.062,5748113.871,0.878474705
710,16,45,-300000,4132501.764,4132501.764,1664036.797,5844240.04,0.908118199
711,16,45,-200000,4200473.23,4200473.23,1691600.533,5940366.21,0.93825358
712,16,45,-100000,4268444.696,4268444.696,1719164.268,6036492.38,0.968880847
713,16,45,-50000,4302430.429,4302430.429,1732946.136,6084555.464,0.984378938
714,16,45,-10000,4329619.016,4329619.016,1743971.63,6123005.932,0.99686595
715,16,45,-1000,4335736.448,4335736.448,1746452.367,6131657.288,0.999686374
716,16,45,-500,4336076.305,4336076.305,1746590.185,6132137.918,0.999843181
717,16,45,-100,4336348.191,4336348.191,1746700.44,6132522.423,0.999968635
718,16,45,100,4336484.134,4336484.134,1746755.568,6132714.675,1.000031365
719,16,45,500,4336756.02,4336756.02,1746865.823,6133099.18,1.000156832
720,16,45,1000,4337095.877,4337095.877,1747003.641,6133579.811,1.000313676
721,16,45,10000,4343213.309,4343213.309,1749484.377,6142231.166,1.003138969
722,16,45,50000,4370401.896,4370401.896,1760509.872,6180681.634,1.015744034
723,16,45,100000,4404387.629,4404387.629,1774291.74,6228744.719,1.031611039
724,16,45,200000,4472359.095,4472359.095,1801855.475,6324870.888,1.063713965
725,16,45,300000,4540330.562,4540330.562,1829419.211,6420997.058,1.096308776
726,16,45,400000,4608302.028,4608302.028,1856982.946,6517123.228,1.129395474
727,16,45,500000,4676273.494,4676273.494,1884546.682,6613249.397,1.162974058
728,16,45,750000,4846202.16,4846202.16,1953456.021,6853564.821,1.249072521
729,16,45,1000000,5016130.826,5016130.826,2022365.36,7093880.245,1.338245271
730,16,45,2500000,6035702.822,6035702.822,2435821.393,8535772.789,1.937841839
731,16,45,5000000,7734989.481,7734989.481,3124914.783,10938927.03,3.183112545
732,16,45,6000000,8414704.145,8414704.145,3400552.139,11900188.72,3.76730091
733,16,45,7000000,9094418.808,9094418.808,3676189.495,12861450.42,4.400677894
734,16,45,8000000,9774133.472,9774133.472,3951826.85,13822712.12,5.083243497
735,16,45,9000000,10453848.14,10453848.14,4227464.206,14783973.81,5.814997719
736,16,45,10000000,11133562.8,11133562.8,4503101.562,15745235.51,6.59594056
737,16,45,15000000,14532136.12,14532136.12,5881288.341,20551543.99,11.23848404
738,16,45,20000000,17930709.44,17930709.44,7259475.12,25357852.47,17.110743
739,16,45,25000000,21329282.75,21329282.75,8637661.899,30164160.95,24.21271742
740,16,45,30000000,24727856.07,24727856.07,10015848.68,34970469.43,32.54440732
741,16,45,35000000,28126429.39,28126429.39,11394035.46,39776777.91,42.10581268
742,16,45,40000000,31525002.71,31525002.71,12772222.24,44583086.39,52.89693351
743,16,45,50000000,38322149.35,38322149.35,15528595.79,54195703.35,78.16832159
744,16,45,75000000,55315015.94,55315015.94,22419529.69,78227245.74,162.8668125
745,16,45,100000000,72307882.53,72307882.53,29310463.59,102258788.1,278.3081901
746,16,45,200000000,140279348.9,140279348.9,56874199.17,198384957.7,1047.502568
747,16,45,300000000,208250815.3,208250815.3,84437934.75,294511127.3,2308.583134
748,16,45,350000000,242236548.5,242236548.5,98219802.54,342574212.1,3123.580737
749,16,45,400000000,276222281.6,276222281.6,112001670.3,390637296.9,4061.549888
750,16,45,500000000,344193748,344193748,139565405.9,486763466.5,6306.402829
751,16,45,750000000,514122413.9,514122413.9,208474744.9,727078890.5,14070.53726
752,16,45,1000000000,684051079.9,684051079.9,277384083.8,967394314.5,24908.96036
753,17,45,-1000000,3637982.312,3637982.312,1560461.704,5144883.925,0.710934937
754,17,45,-750000,3807034.706,3807034.706,1633554.63,5383960.114,0.778589475
755,17,45,-500000,3976087.1,3976087.1,1706647.556,5623036.303,0.849318498
756,17,45,-400000,4043708.058,4043708.058,1735884.726,5718666.778,0.878470963
757,17,45,-300000,4111329.016,4111329.016,1765121.897,5814297.254,0.908115346
758,17,45,-200000,4178949.974,4178949.974,1794359.067,5909927.729,0.938251646
759,17,45,-100000,4246570.932,4246570.932,1823596.238,6005558.205,0.968879864
760,17,45,-50000,4280381.41,4280381.41,1838214.823,6053373.443,0.984378442
761,17,45,-10000,4307429.794,4307429.794,1849909.691,6091625.633,0.99686585
762,17,45,-1000,4313515.68,4313515.68,1852541.037,6100232.376,0.999686364
763,17,45,-500,4313853.785,4313853.785,1852687.222,6100710.528,0.999843176
764,17,45,-100,4314124.268,4314124.268,1852804.171,6101093.05,0.999968634
765,17,45,100,4314259.51,4314259.51,1852862.645,6101284.311,1.000031366
766,17,45,500,4314529.994,4314529.994,1852979.594,6101666.833,1.000156837
767,17,45,1000,4314868.099,4314868.099,1853125.78,6102144.985,1.000313686
768,17,45,10000,4320953.985,4320953.985,1855757.125,6110751.728,1.003139069
769,17,45,50000,4348002.368,4348002.368,1867451.994,6149003.918,1.015744537
770,17,45,100000,4381812.847,4381812.847,1882070.579,6196819.156,1.031612054
771,17,45,200000,4449433.805,4449433.805,1911307.749,6292449.632,1.063716025
772,17,45,300000,4517054.763,4517054.763,1940544.92,6388080.107,1.096311914
773,17,45,400000,4584675.72,4584675.72,1969782.09,6483710.583,1.12939972
774,17,45,500000,4652296.678,4652296.678,1999019.261,6579341.059,1.162979444
775,17,45,750000,4821349.073,4821349.073,2072112.187,6818417.248,1.249080895
776,17,45,1000000,4990401.467,4990401.467,2145205.113,7057493.437,1.338256831
777,17,45,2500000,6004715.834,6004715.834,2583762.67,8491950.57,1.937876642
778,17,45,5000000,7695239.778,7695239.778,3314691.932,10882712.46,3.183201836
779,17,45,6000000,8371449.356,8371449.356,3607063.637,11839017.22,3.767417508
780,17,45,7000000,9047658.934,9047658.934,3899435.341,12795321.97,4.400824948
781,17,45,8000000,9723868.512,9723868.512,4191807.046,13751626.73,5.083424157
782,17,45,9000000,10400078.09,10400078.09,4484178.751,14707931.48,5.815215133
783,17,45,10000000,11076287.67,11076287.67,4776550.456,15664236.24,6.596197878
784,17,45,15000000,14457335.56,14457335.56,6238408.979,20445760.02,11.23898813
785,17,45,20000000,17838383.45,17838383.45,7700267.503,25227283.8,17.11157258
786,17,45,25000000,21219431.33,21219431.33,9162126.026,30008807.58,24.21395124
787,17,45,30000000,24600479.22,24600479.22,10623984.55,34790331.36,32.5461241
788,17,45,35000000,27981527.11,27981527.11,12085843.07,39571855.14,42.10809118
789,17,45,40000000,31362575,31362575,13547701.6,44353378.92,52.89985245
790,17,45,50000000,38124670.78,38124670.78,16471418.64,53916426.48,78.17275762
791,17,45,75000000,55029910.23,55029910.23,23780711.26,77824045.38,162.8764192
792,17,45,100000000,71935149.67,71935149.67,31090003.88,101731664.3,278.3249358
793,17,45,200000000,139556107.5,139556107.5,60327174.35,197362139.9,1047.567554
794,17,45,300000000,207177065.2,207177065.2,89564344.83,292992615.5,2308.727854
795,17,45,350000000,240987544.1,240987544.1,104182930.1,340807853.3,3123.777136
796,17,45,400000000,274798023,274798023,118801515.3,388623091.1,4061.805837
797,17,45,500000000,342418980.8,342418980.8,148038685.8,484253566.7,6306.801502
798,17,45,750000000,511471375.3,511471375.3,221131612,723329755.7,14071.43053
799,17,45,1000000000,680523769.7,680523769.7,294224538.1,962405944.6,24910.54506
800,18,45,-1000000,3618160.765,3618160.765,1649367.48,5116852.024,0.71092608
801,18,45,-750000,3786285.393,3786285.393,1726621.728,5354616.153,0.778582521
802,18,45,-500000,3954410.021,3954410.021,1803875.977,5592380.282,0.849313654
803,18,45,-400000,4021659.872,4021659.872,1834777.676,5687485.934,0.878467022
804,18,45,-300000,4088909.723,4088909.723,1865679.376,5782591.586,0.90811234
805,18,45,-200000,4156159.574,4156159.574,1896581.075,5877697.237,0.938249609
806,18,45,-100000,4223409.425,4223409.425,1927482.775,5972802.889,0.968878829
807,18,45,-50000,4257034.351,4257034.351,1942933.624,6020355.715,0.984377921
808,18,45,-10000,4283934.291,4283934.291,1955294.304,6058397.975,0.996865745
809,18,45,-1000,4289986.778,4289986.778,1958075.457,6066957.484,0.999686353
810,18,45,-500,4290323.027,4290323.027,1958229.965,6067433.012,0.99984317
811,18,45,-100,4290592.027,4290592.027,1958353.572,6067813.435,0.999968633
812,18,45,100,4290726.526,4290726.526,1958415.376,6068003.646,1.000031367
813,18,45,500,4290995.526,4290995.526,1958538.982,6068384.069,1.000156842
814,18,45,1000,4291331.775,4291331.775,1958693.491,6068859.597,1.000313696
815,18,45,10000,4297384.262,4297384.262,1961474.644,6077419.106,1.003139174
816,18,45,50000,4324284.202,4324284.202,1973835.324,6115461.366,1.015745067
817,18,45,100000,4357909.128,4357909.128,1989286.173,6163014.192,1.031613122
818,18,45,200000,4425158.979,4425158.979,2020187.873,6258119.844,1.063718194
819,18,45,300000,4492408.83,4492408.83,2051089.572,6353225.495,1.096315218
820,18,45,400000,4559658.681,4559658.681,2081991.272,6448331.147,1.129404192
821,18,45,500000,4626908.533,4626908.533,2112892.971,6543436.799,1.162985117
822,18,45,750000,4795033.161,4795033.161,2190147.22,6781200.928,1.249089715
823,18,45,1000000,4963157.789,4963157.789,2267401.468,7018965.057,1.338269005
824,18,45,2500000,5971905.556,5971905.556,2730926.96,8445549.831,1.937913298
825,18,45,5000000,7653151.836,7653151.836,3503469.446,10823191.12,3.183295877
826,18,45,6000000,8325650.348,8325650.348,3812486.44,11774247.64,3.767540307
827,18,45,7000000,8998148.86,8998148.86,4121503.435,12725304.15,4.400979823
828,18,45,8000000,9670647.372,9670647.372,4430520.429,13676360.67,5.083614423
829,18,45,9000000,10343145.88,10343145.88,4739537.423,14627417.19,5.815444109
830,18,45,10000000,11015644.4,11015644.4,5048554.418,15578473.7,6.596468879
831,18,45,15000000,14378136.96,14378136.96,6593639.39,20333756.28,11.23951901
832,18,45,20000000,17740629.52,17740629.52,8138724.361,25089038.87,17.11244626
833,18,45,25000000,21103122.08,21103122.08,9683809.333,29844321.45,24.21525064
834,18,45,30000000,24465614.64,24465614.64,11228894.31,34599604.03,32.54793214
835,18,45,35000000,27828107.2,27828107.2,12773979.28,39354886.61,42.11049077
836,18,45,40000000,31190599.76,31190599.76,14319064.25,44110169.19,52.90292652
837,18,45,50000000,37915584.87,37915584.87,17409234.19,53620734.36,78.1774294
838,18,45,75000000,54728047.67,54728047.67,25134659.05,77397147.26,162.8865363
839,18,45,100000000,71540510.47,71540510.47,32860083.91,101173560.2,278.3425713
840,18,45,200000000,138790361.7,138790361.7,63761783.35,196279211.8,1047.635993
841,18,45,300000000,206040212.9,206040212.9,94663482.79,291384863.4,2308.880264
842,18,45,350000000,239665138.5,239665138.5,110114332.5,338937689.2,3123.983969
843,18,45,400000000,273290064.1,273290064.1,125565182.2,386490515.1,4062.075386
844,18,45,500000000,340539915.3,340539915.3,156466881.7,481596166.7,6307.221358
845,18,45,750000000,508664543.2,508664543.2,233721130.3,719360295.8,14072.37126
846,18,45,1000000000,676789171.2,676789171.2,310975378.8,957124424.8,24912.21397
847,19,45,-1000000,3597242.516,3597242.516,1737781.309,5087269.153,0.710916785
848,19,45,-750000,3764388.165,3764388.165,1819173.347,5323648.797,0.778575223
849,19,45,-500000,3931533.814,3931533.814,1900565.386,5560028.441,0.849308572
850,19,45,-400000,3998392.074,3998392.074,1933122.201,5654580.298,0.878462886
851,19,45,-300000,4065250.333,4065250.333,1965679.017,5749132.156,0.908109186
852,19,45,-200000,4132108.593,4132108.593,1998235.832,5843684.013,0.938247472
853,19,45,-100000,4198966.853,4198966.853,2030792.648,5938235.871,0.968877743
854,19,45,-50000,4232395.982,4232395.982,2047071.055,5985511.8,0.984377373
855,19,45,-10000,4259139.286,4259139.286,2060093.781,6023332.543,0.996865635
856,19,45,-1000,4265156.53,4265156.53,2063023.895,6031842.21,0.999686342
857,19,45,-500,4265490.821,4265490.821,2063186.679,6032314.969,0.999843165
858,19,45,-100,4265758.254,4265758.254,2063316.906,6032693.177,0.999968632
859,19,45,100,4265891.971,4265891.971,2063382.02,6032882.28,1.000031368
860,19,45,500,4266159.404,4266159.404,2063512.247,6033260.488,1.000156847
861,19,45,1000,4266493.695,4266493.695,2063675.031,6033733.247,1.000313707
862,19,45,10000,4272510.938,4272510.938,2066605.145,6042242.914,1.003139285
863,19,45,50000,4299254.242,4299254.242,2079627.871,6080063.657,1.015745623
864,19,45,100000,4332683.372,4332683.372,2095906.278,6127339.586,1.031614243
865,19,45,200000,4399541.632,4399541.632,2128463.094,6221891.444,1.063720471
866,19,45,300000,4466399.891,4466399.891,2161019.909,6316443.301,1.096318685
867,19,45,400000,4533258.151,4533258.151,2193576.725,6410995.159,1.129408884
868,19,45,500000,4600116.411,4600116.411,2226133.54,6505547.016,1.16299107
869,19,45,750000,4767262.06,4767262.06,2307525.579,6741926.66,1.24909897
870,19,45,1000000,4934407.709,4934407.709,2388917.617,6978306.304,1.33828178
871,19,45,2500000,5937281.604,5937281.604,2877269.849,8396584.167,1.937951761
872,19,45,5000000,7608738.095,7608738.095,3691190.235,10760380.61,3.183394553
873,19,45,6000000,8277320.692,8277320.692,4016758.39,11705899.18,3.767669159
874,19,45,7000000,8945903.288,8945903.288,4342326.544,12651417.76,4.40114233
875,19,45,8000000,9614485.885,9614485.885,4667894.699,13596936.33,5.083814066
876,19,45,9000000,10283068.48,10283068.48,4993462.853,14542454.91,5.815684367
877,19,45,10000000,10951651.08,10951651.08,5319031.008,15487973.48,6.596753233
878,19,45,15000000,14294564.06,14294564.06,6946871.78,20215566.36,11.24007604
879,19,45,20000000,17637477.04,17637477.04,8574712.552,24943159.24,17.11336297
880,19,45,25000000,20980390.03,20980390.03,10202553.32,29670752.12,24.21661404
881,19,45,30000000,24323303.01,24323303.01,11830394.1,34398345,32.54982922
882,19,45,35000000,27666215.99,27666215.99,13458234.87,39125937.87,42.11300854
883,19,45,40000000,31009128.97,31009128.97,15086075.64,43853530.75,52.90615198
884,19,45,50000000,37694954.94,37694954.94,18341757.19,53308716.51,78.18233125
885,19,45,75000000,54409519.85,54409519.85,26480961.05,76946680.9,162.8971516
886,19,45,100000000,71124084.77,71124084.77,34620164.91,100584645.3,278.3610752
887,19,45,200000000,137982344.4,137982344.4,67176980.35,195136502.8,1047.707801
888,19,45,300000000,204840604.1,204840604.1,99733795.8,289688360.4,2309.040178
889,19,45,350000000,238269733.9,238269733.9,116012203.5,336964289.2,3124.200985
890,19,45,400000000,271698863.7,271698863.7,132290611.2,384240218,4062.358206
891,19,45,500000000,338557123.4,338557123.4,164847426.7,478792075.5,6307.661884
892,19,45,750000000,505702772.5,505702772.5,246239465.3,715171719.4,14073.3583
893,19,45,1000000000,672848421.7,672848421.7,327631503.9,951551363.3,24913.96504
894,20,45,-1000000,3575233.542,3575233.542,1825676.645,5056143.763,0.710907064
895,20,45,-750000,3741349.298,3741349.298,1911181.68,5291066.918,0.778567591
896,20,45,-500000,3907465.054,3907465.054,1996686.716,5525990.074,0.849303256
897,20,45,-400000,3973911.356,3973911.356,2030888.73,5619959.336,0.878458561
898,20,45,-300000,4040357.659,4040357.659,2065090.745,5713928.598,0.908105888
899,20,45,-200000,4106803.961,4106803.961,2099292.759,5807897.86,0.938245236
900,20,45,-100000,4173250.263,4173250.263,2133494.773,5901867.122,0.968876607
901,20,45,-50000,4206473.415,4206473.415,2150595.781,5948851.753,0.984376801
902,20,45,-10000,4233051.936,4233051.936,2164276.586,5986439.458,0.99686552
903,20,45,-1000,4239032.103,4239032.103,2167354.768,5994896.691,0.999686331
904,20,45,-500,4239364.334,4239364.334,2167525.778,5995366.538,0.999843159
905,20,45,-100,4239630.12,4239630.12,2167662.586,5995742.415,0.999968631
906,20,45,100,4239763.012,4239763.012,2167730.99,5995930.353,1.00003137
907,20,45,500,4240028.797,4240028.797,2167867.798,5996306.23,1.000156853
908,20,45,1000,4240361.029,4240361.029,2168038.808,5996776.077,1.000313719
909,20,45,10000,4246341.196,4246341.196,2171116.989,6005233.31,1.0031394
910,20,45,50000,4272919.717,4272919.717,2184797.795,6042821.015,1.015746205
911,20,45,100000,4306142.868,4306142.868,2201898.802,6089805.646,1.031615415
912,20,45,200000,4372589.171,4372589.171,2236100.816,6183774.908,1.063722852
913,20,45,300000,4439035.473,4439035.473,2270302.831,6277744.17,1.096322311
914,20,45,400000,4505481.776,4505481.776,2304504.845,6371713.432,1.129413792
915,20,45,500000,4571928.078,4571928.078,2338706.859,6465682.694,1.162997295
916,20,45,750000,4738043.834,4738043.834,2424211.895,6700605.849,1.249108649
917,20,45,1000000,4904159.59,4904159.59,2509716.931,6935529.005,1.338295141
918,20,45,2500000,5900854.127,5900854.127,3022747.146,8345067.936,1.937991985
919,20,45,5000000,7562011.688,7562011.688,3877797.504,10694299.49,3.183497745
920,20,45,6000000,8226474.712,8226474.712,4219817.648,11633992.11,3.767803907
921,20,45,7000000,8890937.737,8890937.737,4561837.791,12573684.73,4.401312273
922,20,45,8000000,9555400.761,9555400.761,4903857.934,13513377.35,5.084022843
923,20,45,9000000,10219863.79,10219863.79,5245878.078,14453069.97,5.815935617
924,20,45,10000000,10884326.81,10884326.81,5587898.221,15392762.59,6.597050596
925,20,45,15000000,14206641.93,14206641.93,7297998.938,20091225.7,11.24065855
926,20,45,20000000,17528957.05,17528957.05,9008099.654,24789688.8,17.11432161
927,20,45,25000000,20851272.18,20851272.18,10718200.37,29488151.9,24.21803978
928,20,45,30000000,24173587.3,24173587.3,12428301.09,34186615.01,32.55181305
929,20,45,35000000,27495902.42,27495902.42,14138401.8,38885078.11,42.11564142
930,20,45,40000000,30818217.54,30818217.54,15848502.52,43583541.22,52.90952491
931,20,45,50000000,37462847.79,37462847.79,19268703.95,52980467.42,78.18745718
932,20,45,75000000,54074423.4,54074423.4,27819207.54,76472782.94,162.9082522
933,20,45,100000000,70685999,70685999,36369711.12,99965098.46,278.3804249
934,20,45,200000000,137132301.4,137132301.4,70571725.45,193934360.5,1047.782892
935,20,45,300000000,203578603.9,203578603.9,104773739.8,287903622.6,2309.207401
936,20,45,350000000,236801755.1,236801755.1,121874747,334888253.7,3124.427921
937,20,45,400000000,270024906.3,270024906.3,138975754.1,381872884.7,4062.653952
938,20,45,500000000,336471208.8,336471208.8,173177768.5,475842146.8,6308.122545
939,20,45,750000000,502586964.9,502586964.9,258682804.3,710765302,14074.39046
940,20,45,1000000000,668702721,668702721,344187840.1,945688457.2,24915.79614
941,21,45,-1000000,3552140.137,3552140.137,1913027.07,5023484.758,0.710896928
942,21,45,-750000,3717175.4,3717175.4,2002619.057,5256879.864,0.778559634
943,21,45,-500000,3882210.662,3882210.662,2092211.044,5490274.971,0.849297714
944,21,45,-400000,3948224.768,3948224.768,2128047.839,5583633.014,0.878454051
945,21,45,-300000,4014238.873,4014238.873,2163884.634,5676991.056,0.908102449
946,21,45,-200000,4080252.978,4080252.978,2199721.429,5770349.099,0.938242906
947,21,45,-100000,4146267.083,4146267.083,2235558.224,5863707.141,0.968875423
948,21,45,-50000,4179274.135,4179274.135,2253476.622,5910386.163,0.984376204
949,21,45,-10000,4205679.777,4205679.777,2267811.34,5947729.38,0.9968654
950,21,45,-1000,4211621.047,4211621.047,2271036.651,5956131.604,0.999686319
