ID,fi,lamda,h,X,Y,Z,rp,s2
1,1,45,-1000000,3802342.537,3802342.537,93116.36839,5377324.385,0.711010265
2,1,45,-750000,3979092.309,3979092.309,97479.47,5627286.309,0.778648616
3,1,45,-500000,4155842.08,4155842.08,101842.5716,5877248.233,0.849359689
4,1,45,-400000,4226541.989,4226541.989,103587.8122,5977233.002,0.87850448
5,1,45,-300000,4297241.897,4297241.897,105333.0529,6077217.772,0.908140907
6,1,45,-200000,4367941.806,4367941.806,107078.2935,6177202.541,0.938268969
7,1,45,-100000,4438641.714,4438641.714,108823.5342,6277187.311,0.968888667
8,1,45,-50000,4473991.669,4473991.669,109696.1545,6327179.696,0.984382879
9,1,45,-10000,4502271.632,4502271.632,110394.2508,6367173.603,0.996866743
10,1,45,-1000,4508634.624,4508634.624,110551.3224,6376172.233,0.999686453
11,1,45,-500,4508988.123,4508988.123,110560.0486,6376672.157,0.99984322
12,1,45,-100,4509270.923,4509270.923,110567.0296,6377072.096,0.999968643
13,1,45,100,4509412.323,4509412.323,110570.5201,6377272.065,1.000031357
14,1,45,500,4509695.122,4509695.122,110577.501,6377672.004,1.000156792
15,1,45,1000,4510048.622,4510048.622,110586.2272,6378171.928,1.000313596
16,1,45,10000,4516411.614,4516411.614,110743.2989,6387170.557,1.003138173
17,1,45,50000,4544691.577,4544691.577,111441.3951,6427164.465,1.01574003
18,1,45,100000,4580041.531,4580041.531,112314.0155,6477156.85,1.031602969
19,1,45,200000,4650741.44,4650741.44,114059.2561,6577141.619,1.063697573
20,1,45,300000,4721441.348,4721441.348,115804.4968,6677126.389,1.096283812
21,1,45,400000,4792141.257,4792141.257,117549.7374,6777111.158,1.129361687
22,1,45,500000,4862841.166,4862841.166,119294.978,6877095.928,1.162931197
23,1,45,750000,5039590.937,5039590.937,123658.0797,7127057.852,1.249005879
24,1,45,1000000,5216340.708,5216340.708,128021.1813,7377019.776,1.338153281
25,1,45,2500000,6276839.336,6276839.336,154199.7909,8876791.318,1.937564852
26,1,45,5000000,8044337.05,8044337.05,197830.807,11376410.56,3.182401867
27,1,45,6000000,8751336.135,8751336.135,215283.2134,12376258.25,3.766372879
28,1,45,7000000,9458335.221,9458335.221,232735.6199,13376105.95,4.399507437
29,1,45,8000000,10165334.31,10165334.31,250188.0263,14375953.64,5.08180554
30,1,45,9000000,10872333.39,10872333.39,267640.4328,15375801.34,5.81326719
31,1,45,10000000,11579332.48,11579332.48,285092.8392,16375649.03,6.593892386
32,1,45,15000000,15114327.9,15114327.9,372354.8714,21374887.51,11.23447156
33,1,45,20000000,18649323.33,18649323.33,459616.9036,26374125.98,17.10413938
34,1,45,25000000,22184318.76,22184318.76,546878.9358,31373364.46,24.20289585
35,1,45,30000000,25719314.18,25719314.18,634140.9679,36372602.94,32.53074098
36,1,45,35000000,29254309.61,29254309.61,721403.0001,41371841.41,42.08767476
37,1,45,40000000,32789305.04,32789305.04,808665.0323,46371079.89,52.87369719
38,1,45,50000000,39859295.89,39859295.89,983189.0967,56369556.84,78.13300801
39,1,45,75000000,57534273.03,57534273.03,1419499.258,81365749.22,162.7903365
40,1,45,100000000,75209250.16,75209250.16,1855809.419,106361941.6,278.1748812
41,1,45,200000000,145909158.7,145909158.7,3601050.062,206346711.1,1046.985223
42,1,45,300000000,216609067.2,216609067.2,5346290.706,306331480.6,2307.431026
43,1,45,350000000,251959021.5,251959021.5,6218911.028,356323865.4,3122.017225
44,1,45,400000000,287308975.8,287308975.8,7091531.35,406316250.1,4059.512289
45,1,45,500000000,358008884.3,358008884.3,8836771.993,506301019.7,6303.229013
46,1,45,750000000,534758655.7,534758655.7,13199873.6,756262943.4,14063.42596
47,1,45,1000000000,711508427,711508427,17562975.21,1006224867,24896.34455
48,2,45,-1000000,3800618.884,3800618.884,186205.0486,5374886.771,0.711009457
49,2,45,-750000,3977287.892,3977287.892,194929.9228,5624734.478,0.778647982
50,2,45,-500000,4153956.899,4153956.899,203654.797,5874582.184,0.849359248
51,2,45,-400000,4224624.502,4224624.502,207144.7466,5974521.267,0.878504121
52,2,45,-300000,4295292.105,4295292.105,210634.6963,6074460.35,0.908140633
53,2,45,-200000,4365959.708,4365959.708,214124.646,6174399.433,0.938268784
54,2,45,-100000,4436627.312,4436627.312,217614.5956,6274338.515,0.968888573
55,2,45,-50000,4471961.113,4471961.113,219359.5705,6324308.057,0.984382831
56,2,45,-10000,4500228.154,4500228.154,220755.5503,6364283.69,0.996866734
57,2,45,-1000,4506588.239,4506588.239,221069.6458,6373278.207,0.999686452
58,2,45,-500,4506941.577,4506941.577,221087.0956,6373777.903,0.99984322
59,2,45,-100,4507224.247,4507224.247,221101.0554,6374177.659,0.999968643
60,2,45,100,4507365.582,4507365.582,221108.0353,6374377.537,1.000031357
61,2,45,500,4507648.253,4507648.253,221121.9951,6374777.293,1.000156792
62,2,45,1000,4508001.591,4508001.591,221139.4448,6375276.989,1.000313597
63,2,45,10000,4514361.675,4514361.675,221453.5403,6384271.506,1.003138183
64,2,45,50000,4542628.716,4542628.716,222849.5201,6424247.139,1.015740078
65,2,45,100000,4577962.518,4577962.518,224594.495,6474216.681,1.031603066
66,2,45,200000,4648630.121,4648630.121,228084.4447,6574155.763,1.06369777
67,2,45,300000,4719297.724,4719297.724,231574.3943,6674094.846,1.096284113
68,2,45,400000,4789965.327,4789965.327,235064.344,6774033.929,1.129362095
69,2,45,500000,4860632.93,4860632.93,238554.2937,6873973.011,1.162931715
70,2,45,750000,5037301.938,5037301.938,247279.1678,7123820.718,1.249006683
71,2,45,1000000,5213970.946,5213970.946,256004.042,7373668.425,1.338154391
72,2,45,2500000,6273984.992,6273984.992,308353.2871,8872754.665,1.937568195
73,2,45,5000000,8040675.069,8040675.069,395602.0288,11371231.73,3.182410444
74,2,45,6000000,8747351.1,8747351.1,430501.5255,12370622.56,3.766384079
75,2,45,7000000,9454027.131,9454027.131,465401.0222,13370013.39,4.399521562
76,2,45,8000000,10160703.16,10160703.16,500300.5189,14369404.21,5.081822894
77,2,45,9000000,10867379.19,10867379.19,535200.0156,15368795.04,5.813288075
78,2,45,10000000,11574055.22,11574055.22,570099.5123,16368185.87,6.593917105
79,2,45,15000000,15107435.38,15107435.38,744596.9958,21365140,11.23451998
80,2,45,20000000,18640815.53,18640815.53,919094.4794,26362094.14,17.10421908
81,2,45,25000000,22174195.69,22174195.69,1093591.963,31359048.27,24.2030144
82,2,45,30000000,25707575.84,25707575.84,1268089.446,36356002.41,32.53090593
83,2,45,35000000,29240955.99,29240955.99,1442586.93,41352956.54,42.08789368
84,2,45,40000000,32774336.15,32774336.15,1617084.413,46349910.68,52.87397765
85,2,45,50000000,39841096.46,39841096.46,1966079.38,56343818.95,78.13343424
86,2,45,75000000,57507997.23,57507997.23,2838566.798,81328589.62,162.7912595
87,2,45,100000000,75174898,75174898,3711054.216,106313360.3,278.1764903
88,2,45,200000000,145842501.1,145842501.1,7201003.886,206252443,1046.991468
89,2,45,300000000,216510104.2,216510104.2,10690953.56,306191525.7,2307.444932
90,2,45,350000000,251843905.7,251843905.7,12435928.39,356161067.1,3122.036097
91,2,45,400000000,287177707.3,287177707.3,14180903.23,406130608.4,4059.536884
92,2,45,500000000,357845310.3,357845310.3,17670852.9,506069691.1,6303.267323
93,2,45,750000000,534514318,534514318,26395727.07,755917397.9,14063.5118
94,2,45,1000000000,711183325.8,711183325.8,35120601.25,1005765105,24896.49682
95,3,45,-1000000,3797746.669,3797746.669,279238.3591,5370824.846,0.711008113
96,3,45,-750000,3974281.098,3974281.098,292322.3482,5620482.23,0.778646927
97,3,45,-500000,4150815.527,4150815.527,305406.3372,5870139.614,0.849358512
98,3,45,-400000,4221429.299,4221429.299,310639.9328,5970002.567,0.878503523
99,3,45,-300000,4292043.071,4292043.071,315873.5285,6069865.521,0.908140177
100,3,45,-200000,4362656.842,4362656.842,321107.1241,6169728.474,0.938268474
101,3,45,-100000,4433270.614,4433270.614,326340.7197,6269591.428,0.968888415
102,3,45,-50000,4468577.5,4468577.5,328957.5175,6319522.904,0.984382752
103,3,45,-10000,4496823.008,4496823.008,331050.9558,6359468.086,0.996866718
104,3,45,-1000,4503178.248,4503178.248,331521.9794,6368455.752,0.999686451
105,3,45,-500,4503531.317,4503531.317,331548.1474,6368955.066,0.999843219
106,3,45,-100,4503813.772,4503813.772,331569.0817,6369354.518,0.999968643
107,3,45,100,4503954.999,4503954.999,331579.5489,6369554.244,1.000031358
108,3,45,500,4504237.454,4504237.454,331600.4833,6369953.696,1.000156793
109,3,45,1000,4504590.523,4504590.523,331626.6513,6370453.011,1.000313599
110,3,45,10000,4510945.763,4510945.763,332097.6749,6379440.677,1.003138199
111,3,45,50000,4539191.271,4539191.271,334191.1132,6419385.858,1.015740159
112,3,45,100000,4574498.157,4574498.157,336807.911,6469317.335,1.031603228
113,3,45,200000,4645111.929,4645111.929,342041.5066,6569180.288,1.0636981
114,3,45,300000,4715725.7,4715725.7,347275.1022,6669043.242,1.096284615
115,3,45,400000,4786339.472,4786339.472,352508.6978,6768906.195,1.129362774
116,3,45,500000,4856953.243,4856953.243,357742.2935,6868769.149,1.162932576
117,3,45,750000,5033487.672,5033487.672,370826.2825,7118426.532,1.249008022
118,3,45,1000000,5210022.101,5210022.101,383910.2716,7368083.916,1.33815624
119,3,45,2500000,6269228.675,6269228.675,462414.206,8866028.218,1.937573761
120,3,45,5000000,8034572.965,8034572.965,593254.0966,11362602.05,3.182424726
121,3,45,6000000,8740710.681,8740710.681,645590.0528,12361231.59,3.76640273
122,3,45,7000000,9446848.397,9446848.397,697926.009,13359861.12,4.399545086
123,3,45,8000000,10152986.11,10152986.11,750261.9653,14358490.66,5.081851794
124,3,45,9000000,10859123.83,10859123.83,802597.9215,15357120.19,5.813322856
125,3,45,10000000,11565261.54,11565261.54,854933.8778,16355749.73,6.59395827
126,3,45,15000000,15095950.12,15095950.12,1116613.659,21348897.4,11.23460063
127,3,45,20000000,18626638.7,18626638.7,1378293.44,26342045.08,17.10435181
128,3,45,25000000,22157327.28,22157327.28,1639973.221,31335192.75,24.20321181
129,3,45,30000000,25688015.86,25688015.86,1901653.003,36328340.42,32.53118062
130,3,45,35000000,29218704.44,29218704.44,2163332.784,41321488.1,42.08825825
131,3,45,40000000,32749393.02,32749393.02,2425012.565,46314635.77,52.8744447
132,3,45,50000000,39810770.18,39810770.18,2948372.127,56300931.12,78.13414405
133,3,45,75000000,57464213.08,57464213.08,4256771.034,81266669.49,162.7927967
134,3,45,100000000,75117655.98,75117655.98,5565169.94,106232407.9,278.1791699
135,3,45,200000000,145731427.6,145731427.6,10798765.56,206095361.3,1047.001867
136,3,45,300000000,216345199.2,216345199.2,16032361.19,305958314.8,2307.468091
137,3,45,350000000,251652085,251652085,18649159,355889791.5,3122.067525
138,3,45,400000000,286958970.8,286958970.8,21265956.81,405821268.3,4059.577842
139,3,45,500000000,357572742.3,357572742.3,26499552.44,505684221.8,6303.331119
140,3,45,750000000,534107171.3,534107171.3,39583541.5,755341605.4,14063.65475
141,3,45,1000000000,710641600.3,710641600.3,52667530.56,1004998989,24896.75041
142,4,45,-1000000,3793726.707,3793726.707,372188.6315,5365139.761,0.711006233
143,4,45,-750000,3970072.783,3970072.783,389627.7499,5614530.773,0.77864545
144,4,45,-500000,4146418.859,4146418.859,407066.8684,5863921.786,0.849357484
145,4,45,-400000,4216957.29,4216957.29,414042.5158,5963678.191,0.878502686
146,4,45,-300000,4287495.72,4287495.72,421018.1631,6063434.596,0.908139539
147,4,45,-200000,4358034.151,4358034.151,427993.8105,6163191.001,0.938268042
148,4,45,-100000,4428572.581,4428572.581,434969.4579,6262947.406,0.968888196
149,4,45,-50000,4463841.796,4463841.796,438457.2816,6312825.609,0.984382642
150,4,45,-10000,4492057.168,4492057.168,441247.5405,6352728.171,0.996866695
151,4,45,-1000,4498405.627,4498405.627,441875.3488,6361706.247,0.999686448
152,4,45,-500,4498758.319,4498758.319,441910.227,6362205.029,0.999843218
153,4,45,-100,4499040.473,4499040.473,441938.1296,6362604.055,0.999968643
154,4,45,100,4499181.55,4499181.55,441952.0809,6362803.567,1.000031358
155,4,45,500,4499463.704,4499463.704,441979.9835,6363202.593,1.000156794
156,4,45,1000,4499816.396,4499816.396,442014.8617,6363701.375,1.000313601
157,4,45,10000,4506164.854,4506164.854,442642.67,6372679.452,1.003138221
158,4,45,50000,4534380.227,4534380.227,445432.9289,6412582.014,1.015740271
159,4,45,100000,4569649.442,4569649.442,448920.7526,6462460.216,1.031603455
160,4,45,200000,4640187.872,4640187.872,455896.4,6562216.621,1.06369856
161,4,45,300000,4710726.303,4710726.303,462872.0474,6661973.026,1.096285316
162,4,45,400000,4781264.733,4781264.733,469847.6947,6761729.431,1.129363723
163,4,45,500000,4851803.164,4851803.164,476823.3421,6861485.836,1.16293378
164,4,45,750000,5028149.24,5028149.24,494262.4606,7110876.849,1.249009894
165,4,45,1000000,5204495.316,5204495.316,511701.579,7360267.861,1.338158825
166,4,45,2500000,6262571.773,6262571.773,616336.2896,8856613.937,1.937581544
167,4,45,5000000,8026032.534,8026032.534,790727.474,11350524.06,3.182444698
168,4,45,6000000,8731416.839,8731416.839,860483.9477,12348088.11,3.766428809
169,4,45,7000000,9436801.144,9436801.144,930240.4215,13345652.16,4.399577978
170,4,45,8000000,10142185.45,10142185.45,999996.8952,14343216.21,5.081892205
171,4,45,9000000,10847569.75,10847569.75,1069753.369,15340780.26,5.813371489
172,4,45,10000000,11552954.06,11552954.06,1139509.843,16338344.31,6.594015831
173,4,45,15000000,15079875.58,15079875.58,1488292.211,21326164.56,11.2347134
174,4,45,20000000,18606797.1,18606797.1,1837074.58,26313984.82,17.1045374
175,4,45,25000000,22133718.63,22133718.63,2185856.949,31301805.07,24.20348784
176,4,45,30000000,25660640.15,25660640.15,2534639.318,36289625.32,32.53156472
177,4,45,35000000,29187561.67,29187561.67,2883421.686,41277445.57,42.08876803
178,4,45,40000000,32714483.2,32714483.2,3232204.055,46265265.82,52.87509778
179,4,45,50000000,39768326.24,39768326.24,3929768.792,56240906.32,78.13513658
180,4,45,75000000,57402933.86,57402933.86,5673680.636,81180007.58,162.7949462
181,4,45,100000000,75037541.47,75037541.47,7417592.48,106119108.8,278.1829167
182,4,45,200000000,145575971.9,145575971.9,14393239.85,205875513.9,1047.016408
183,4,45,300000000,216114402.4,216114402.4,21368887.23,305631918.9,2307.500473
184,4,45,350000000,251383617.6,251383617.6,24856710.92,355510121.4,3122.111471
185,4,45,400000000,286652832.9,286652832.9,28344534.6,405388323.9,4059.635113
186,4,45,500000000,357191263.3,357191263.3,35320181.98,505144728.9,6303.420326
187,4,45,750000000,533537339.5,533537339.5,52759300.41,754535741.5,14063.85462
188,4,45,1000000000,709883415.6,709883415.6,70198418.85,1003926754,24897.10501
189,5,45,-1000000,3788560.133,3788560.133,465028.2173,5357833.122,0.711003819
190,5,45,-750000,3964664.14,3964664.14,486817.153,5606881.797,0.778643556
191,5,45,-500000,4140768.147,4140768.147,508606.0887,5855930.472,0.849356164
192,5,45,-400000,4211209.749,4211209.749,517321.6629,5955549.941,0.878501612
193,5,45,-300000,4281651.352,4281651.352,526037.2372,6055169.411,0.90813872
194,5,45,-200000,4352092.954,4352092.954,534752.8115,6154788.881,0.938267487
195,5,45,-100000,4422534.557,4422534.557,543468.3858,6254408.351,0.968887914
196,5,45,-50000,4457755.358,4457755.358,547826.1729,6304218.086,0.984382499
197,5,45,-10000,4485932,4485932,551312.4026,6344065.874,0.996866667
198,5,45,-1000,4492271.744,4492271.744,552096.8043,6353031.626,0.999686445
199,5,45,-500,4492623.952,4492623.952,552140.3822,6353529.723,0.999843217
200,5,45,-100,4492905.718,4492905.718,552175.2445,6353928.201,0.999968642
201,5,45,100,4493046.601,4493046.601,552192.6756,6354127.44,1.000031358
202,5,45,500,4493328.368,4493328.368,552227.5379,6354525.918,1.000156796
203,5,45,1000,4493680.576,4493680.576,552271.1158,6355024.015,1.000313604
204,5,45,10000,4500020.32,4500020.32,553055.5175,6363989.768,1.00313825
205,5,45,50000,4528196.961,4528196.961,556541.7472,6403837.555,1.015740416
206,5,45,100000,4563417.762,4563417.762,560899.5343,6453647.29,1.031603746
207,5,45,200000,4633859.365,4633859.365,569615.1086,6553266.76,1.063699152
208,5,45,300000,4704300.968,4704300.968,578330.6829,6652886.23,1.096286217
209,5,45,400000,4774742.57,4774742.57,587046.2571,6752505.7,1.129364942
210,5,45,500000,4845184.173,4845184.173,595761.8314,6852125.17,1.162935326
211,5,45,750000,5021288.18,5021288.18,617550.7671,7101173.844,1.249012298
212,5,45,1000000,5197392.186,5197392.186,639339.7028,7350222.519,1.338162143
213,5,45,2500000,6254016.226,6254016.226,770073.3169,8844514.566,1.937591535
214,5,45,5000000,8015056.292,8015056.292,987962.6738,11335001.31,3.182470334
215,5,45,6000000,8719472.318,8719472.318,1075118.417,12331196.01,3.766462286
216,5,45,7000000,9423888.345,9423888.345,1162274.159,13327390.71,4.399620201
217,5,45,8000000,10128304.37,10128304.37,1249429.902,14323585.41,5.081944078
218,5,45,9000000,10832720.4,10832720.4,1336585.645,15319780.1,5.813433917
219,5,45,10000000,11537136.42,11537136.42,1423741.388,16315974.8,6.594089718
220,5,45,15000000,15059216.56,15059216.56,1859520.101,21296948.29,11.23485815
221,5,45,20000000,18581296.69,18581296.69,2295298.815,26277921.78,17.10477564
222,5,45,25000000,22103376.82,22103376.82,2731077.529,31258895.27,24.20384217
223,5,45,30000000,25625456.95,25625456.95,3166856.242,36239868.76,32.53205776
224,5,45,35000000,29147537.08,29147537.08,3602634.956,41220842.25,42.0894224
225,5,45,40000000,32669617.22,32669617.22,4038413.67,46201815.74,52.87593609
226,5,45,50000000,39713777.48,39713777.48,4909971.097,56163762.73,78.13641062
227,5,45,75000000,57324178.14,57324178.14,7088864.666,81068630.18,162.7977053
228,5,45,100000000,74934578.8,74934578.8,9267758.235,105973497.6,278.1877263
229,5,45,200000000,145376181.4,145376181.4,17983332.51,205592967.4,1047.035073
230,5,45,300000000,215817784.1,215817784.1,26698906.78,305212437.2,2307.54204
231,5,45,350000000,251038585.4,251038585.4,31056693.92,355022172.2,3122.167881
232,5,45,400000000,286259386.7,286259386.7,35414481.06,404831907.1,4059.708627
233,5,45,500000000,356700989.4,356700989.4,44130055.33,504451376.9,6303.534834
234,5,45,750000000,532804996,532804996,65918991.02,753500051.4,14064.11119
235,5,45,1000000000,708909002.6,708909002.6,87707926.71,1002548726,24897.56018
236,6,45,-1000000,3782248.411,3782248.411,557729.4943,5348906.999,0.711000876
237,6,45,-750000,3958056.705,3958056.705,583861.6101,5597537.473,0.778641244
238,6,45,-500000,4133864.999,4133864.999,609993.726,5846167.947,0.849354555
239,6,45,-400000,4204188.317,4204188.317,620446.5723,5945620.137,0.878500302
240,6,45,-300000,4274511.635,4274511.635,630899.4186,6045072.326,0.908137721
241,6,45,-200000,4344834.952,4344834.952,641352.2649,6144524.516,0.93826681
242,6,45,-100000,4415158.27,4415158.27,651805.1113,6243976.705,0.96888757
243,6,45,-50000,4450319.929,4450319.929,657031.5344,6293702.8,0.984382326
244,6,45,-10000,4478449.256,4478449.256,661212.673,6333483.676,0.996866632
245,6,45,-1000,4484778.354,4484778.354,662153.4291,6342434.373,0.999686442
246,6,45,-500,4485129.971,4485129.971,662205.6934,6342931.634,0.999843215
247,6,45,-100,4485411.264,4485411.264,662247.5047,6343329.443,0.999968642
248,6,45,100,4485551.911,4485551.911,662268.4104,6343528.347,1.000031359
249,6,45,500,4485833.204,4485833.204,662310.2218,6343926.156,1.000156797
250,6,45,1000,4486184.821,4486184.821,662362.4861,6344423.417,1.000313607
251,6,45,10000,4492513.919,4492513.919,663303.2422,6353374.114,1.003138285
252,6,45,50000,4520643.246,4520643.246,667484.3808,6393154.989,1.015740592
253,6,45,100000,4555804.905,4555804.905,672710.8039,6442881.084,1.031604101
254,6,45,200000,4626128.223,4626128.223,683163.6502,6542333.274,1.063699873
255,6,45,300000,4696451.54,4696451.54,693616.4966,6641785.463,1.096287315
256,6,45,400000,4766774.858,4766774.858,704069.3429,6741237.653,1.129366428
257,6,45,500000,4837098.176,4837098.176,714522.1892,6840689.842,1.162937212
258,6,45,750000,5012906.47,5012906.47,740654.305,7089320.316,1.24901523
259,6,45,1000000,5188714.764,5188714.764,766786.4209,7337950.79,1.33816619
260,6,45,2500000,6243564.528,6243564.528,923579.1158,8829733.633,1.937603722
261,6,45,5000000,8001647.469,8001647.469,1184900.274,11316038.37,3.182501603
262,6,45,6000000,8704880.645,8704880.645,1289428.737,12310560.27,3.76650312
263,6,45,7000000,9408113.821,9408113.821,1393957.2,13305082.16,4.399671703
264,6,45,8000000,10111347,10111347,1498485.664,14299604.06,5.08200735
265,6,45,9000000,10814580.17,10814580.17,1603014.127,15294125.95,5.813510063
266,6,45,10000000,11517813.35,11517813.35,1707542.59,16288647.85,6.594179842
267,6,45,15000000,15033979.23,15033979.23,2230184.907,21261257.33,11.23503472
268,6,45,20000000,18550145.11,18550145.11,2752827.223,26233866.8,17.10506622
269,6,45,25000000,22066310.99,22066310.99,3275469.539,31206476.28,24.20427437
270,6,45,30000000,25582476.88,25582476.88,3798111.856,36179085.76,32.53265915
271,6,45,35000000,29098642.76,29098642.76,4320754.172,41151695.23,42.09022056
272,6,45,40000000,32614808.64,32614808.64,4843396.488,46124304.71,52.87695861
273,6,45,50000000,39647140.4,39647140.4,5888681.121,56069523.66,78.13796461
274,6,45,75000000,57227969.81,57227969.81,8501892.703,80932571.05,162.8010707
275,6,45,100000000,74808799.21,74808799.21,11115104.28,105795618.4,278.1935927
276,6,45,200000000,145132116.8,145132116.8,21567950.61,205247808,1047.05784
277,6,45,300000000,215455434.5,215455434.5,32020796.94,304699997.5,2307.59274
278,6,45,350000000,250617093.3,250617093.3,37247220.1,354426092.3,3122.236686
279,6,45,400000000,285778752.1,285778752.1,42473643.26,404152187,4059.798295
280,6,45,500000000,356102069.7,356102069.7,52926489.59,503604376.6,6303.674504
281,6,45,750000000,531910363.8,531910363.8,79058605.41,752234850.4,14064.42414
282,6,45,1000000000,707718657.8,707718657.8,105190721.2,1000865324,24898.11536
283,7,45,-1000000,3774793.327,3774793.327,650264.8736,5338363.918,0.710997405
284,7,45,-750000,3950252.356,3950252.356,680732.2095,5586500.456,0.778638519
285,7,45,-500000,4125711.384,4125711.384,711199.5453,5834636.994,0.849352657
286,7,45,-400000,4195894.996,4195894.996,723386.4796,5933891.609,0.878498758
287,7,45,-300000,4266078.607,4266078.607,735573.414,6033146.224,0.908136543
288,7,45,-200000,4336262.219,4336262.219,747760.3483,6132400.84,0.938266012
289,7,45,-100000,4406445.83,4406445.83,759947.2827,6231655.455,0.968887164
290,7,45,-50000,4441537.636,4441537.636,766040.7498,6281282.762,0.984382122
291,7,45,-10000,4469611.08,4469611.08,770915.5236,6320984.608,0.996866591
292,7,45,-1000,4475927.605,4475927.605,772012.3477,6329917.524,0.999686438
293,7,45,-500,4476278.523,4476278.523,772073.2823,6330413.797,0.999843213
294,7,45,-100,4476559.258,4476559.258,772122.0301,6330810.815,0.999968642
295,7,45,100,4476699.625,4476699.625,772146.4039,6331009.324,1.000031359
296,7,45,500,4476980.36,4476980.36,772195.1517,6331406.343,1.0001568
297,7,45,1000,4477331.278,4477331.278,772256.0863,6331902.616,1.000313611
298,7,45,10000,4483647.803,4483647.803,773352.9104,6340835.531,1.003138326
299,7,45,50000,4511721.247,4511721.247,778227.6842,6380537.377,1.015740799
300,7,45,100000,4546813.053,4546813.053,784321.1513,6430164.685,1.03160452
301,7,45,200000,4616996.664,4616996.664,796508.0857,6529419.3,1.063700723
302,7,45,300000,4687180.276,4687180.276,808695.02,6628673.915,1.09628861
303,7,45,400000,4757363.887,4757363.887,820881.9544,6727928.531,1.129368181
304,7,45,500000,4827547.499,4827547.499,833068.8887,6827183.146,1.162939435
305,7,45,750000,5003006.527,5003006.527,863536.2246,7075319.684,1.249018687
306,7,45,1000000,5178465.556,5178465.556,894003.5604,7323456.222,1.338170961
307,7,45,2500000,6231219.728,6231219.728,1076807.576,8812275.449,1.93761809
308,7,45,5000000,7985810.014,7985810.014,1381480.934,11293640.83,3.182538469
309,7,45,6000000,8687646.128,8687646.128,1503350.277,12286186.98,3.766551262
310,7,45,7000000,9389482.243,9389482.243,1625219.621,13278733.13,4.39973242
311,7,45,8000000,10091318.36,10091318.36,1747088.964,14271279.28,5.082081945
312,7,45,9000000,10793154.47,10793154.47,1868958.308,15263825.43,5.813599836
313,7,45,10000000,11494990.59,11494990.59,1990827.651,16256371.59,6.594286093
314,7,45,15000000,15004171.16,15004171.16,2600174.368,21219102.34,11.23524287
315,7,45,20000000,18513351.73,18513351.73,3209521.085,26181833.1,17.10540881
316,7,45,25000000,22022532.3,22022532.3,3818867.802,31144563.86,24.2047839
317,7,45,30000000,25531712.88,25531712.88,4428214.519,36107294.62,32.53336814
318,7,45,35000000,29040893.45,29040893.45,5037561.236,41070025.38,42.09116155
319,7,45,40000000,32550074.02,32550074.02,5646907.953,46032756.14,52.8781641
320,7,45,50000000,39568435.16,39568435.16,6865601.387,55958217.65,78.13979668
321,7,45,75000000,57114338.03,57114338.03,9912334.972,80771871.44,162.8050383
322,7,45,100000000,74660240.89,74660240.89,12959068.56,105585525.2,278.2005089
323,7,45,200000000,144843852.3,144843852.3,25146002.9,204840140.4,1047.08468
324,7,45,300000000,215027463.8,215027463.8,37332937.24,304094755.6,2307.652513
325,7,45,350000000,250119269.5,250119269.5,43426404.41,353722063.1,3122.317803
326,7,45,400000000,285211075.2,285211075.2,49519871.58,403349370.7,4059.904008
327,7,45,500000000,355394686.7,355394686.7,61706805.92,502603985.9,6303.839166
328,7,45,750000000,530853715.3,530853715.3,92174141.77,750740523.8,14064.79308
329,7,45,1000000000,706312743.9,706312743.9,122641477.6,998877061.7,24898.76989
330,8,45,-1000000,3766196.992,3766196.992,742606.8058,5326206.865,0.710993411
331,8,45,-750000,3941253.309,3941253.309,777400.081,5573773.882,0.778635384
332,8,45,-500000,4116309.625,4116309.625,812193.3563,5821340.899,0.849350473
333,8,45,-400000,4186332.152,4186332.152,826110.6664,5920367.706,0.878496981
334,8,45,-300000,4256354.679,4256354.679,840027.9764,6019394.513,0.908135188
335,8,45,-200000,4326377.205,4326377.205,853945.2865,6118421.32,0.938265093
336,8,45,-100000,4396399.732,4396399.732,867862.5966,6217448.127,0.968886697
337,8,45,-50000,4431410.995,4431410.995,874821.2517,6266961.53,0.984381886
338,8,45,-10000,4459420.006,4459420.006,880388.1757,6306572.253,0.996866543
339,8,45,-1000,4465722.033,4465722.033,881640.7336,6315484.666,0.999686433
340,8,45,-500,4466072.146,4466072.146,881710.3202,6315979.8,0.99984321
341,8,45,-100,4466352.236,4466352.236,881765.9894,6316375.907,0.999968641
342,8,45,100,4466492.281,4466492.281,881793.824,6316573.96,1.000031359
343,8,45,500,4466772.371,4466772.371,881849.4933,6316970.068,1.000156802
344,8,45,1000,4467122.484,4467122.484,881919.0798,6317465.202,1.000313616
345,8,45,10000,4473424.511,4473424.511,883171.6377,6326377.614,1.003138374
346,8,45,50000,4501433.522,4501433.522,888738.5618,6365988.337,1.015741038
347,8,45,100000,4536444.785,4536444.785,895697.2168,6415501.74,1.031605001
348,8,45,200000,4606467.312,4606467.312,909614.5269,6514528.547,1.063701701
349,8,45,300000,4676489.839,4676489.839,923531.837,6613555.354,1.0962901
350,8,45,400000,4746512.365,4746512.365,937449.1471,6712582.161,1.129370197
351,8,45,500000,4816534.892,4816534.892,951366.4572,6811608.968,1.162941993
352,8,45,750000,4991591.209,4991591.209,986159.7325,7059175.985,1.249022664
353,8,45,1000000,5166647.525,5166647.525,1020953.008,7306743.002,1.338176452
